"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @ICBFColombia: Conozca la oferta y los requisitos de los trámites, servicios, programas, estrategias y modalidades de atención que el @I…",FALSE,0,NA,2018-05-26 20:01:19,FALSE,NA,"1000466935358935040",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","InspiraCol",2,TRUE,FALSE,NA,NA
"Conozca la oferta y los requisitos de los trámites, servicios, programas, estrategias y modalidades de atención que… https://t.co/g0sU12UnqH",FALSE,2,NA,2018-05-26 20:00:00,TRUE,NA,"1000466603123732480",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","ICBFColombia",2,FALSE,FALSE,NA,NA
"@NioFamilia1 @partidodelaucol @German_Vargas @MejorVargasLle @PinzonBueno @jevelezg @villamizar @carlosfgalan… https://t.co/pzfw1OuWo7",FALSE,0,"NioFamilia1",2018-05-26 19:49:16,TRUE,"1000381644245819392","1000463901597855744","978741908322357248","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ColombiaEnPaz5",0,FALSE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 19:47:35,FALSE,NA,"1000463478631649282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuisGir94187378",160,TRUE,FALSE,NA,NA
"El día que un candidato y un Presidente exalten al ICBF y al SENA como las más importantes entidades del Estado...… https://t.co/3rWy50QN5u",FALSE,0,NA,2018-05-26 19:47:00,TRUE,NA,"1000463329473724417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","acano19",0,FALSE,FALSE,NA,NA
"RT @ICBFColombia: ICBF lideró en Amazonas desfile por el fortalecimiento de las familias. https://t.co/d4SZjDCxRt https://t.co/vbDWqVMpDx",FALSE,0,NA,2018-05-26 19:39:53,FALSE,NA,"1000461540913504256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sesvedu",10,TRUE,FALSE,NA,NA
"RT @DianaDipari99: Desde la Direccion de Familias y Comunidades promocionando la convivencia armonica en la familia, la escuela y la comuni…",FALSE,0,NA,2018-05-26 19:25:57,FALSE,NA,"1000458034701852672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sesvedu",6,TRUE,FALSE,NA,NA
"RT @gloria_stella: Indignante y doloroso caso de bebé de tres años brutalmente golpeada violada y torturada en Bogotá. La pequeña ya había…",FALSE,0,NA,2018-05-26 19:21:16,FALSE,NA,"1000456856035192832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eliacarlina20",448,TRUE,FALSE,NA,NA
"RT @Ambarella2011: Volverse a encontrar, rescatar la voz de los mayores, bailar en torno a los tambores recuperando la sabiduría ancestral,…",FALSE,0,NA,2018-05-26 18:58:00,FALSE,NA,"1000450998064861185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bladojm",4,TRUE,FALSE,NA,NA
"RT @DianaDipari99: Desde la Direccion de Familias y Comunidades promocionando la convivencia armonica en la familia, la escuela y la comuni…",FALSE,0,NA,2018-05-26 18:57:46,FALSE,NA,"1000450941357903872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bladojm",6,TRUE,FALSE,NA,NA
"RT @DianaDipari99: Desde la Direccion de Familias y Comunidades promocionando la convivencia armonica en la familia, la escuela y la comuni…",FALSE,0,NA,2018-05-26 18:55:47,FALSE,NA,"1000450440570589184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AristidesHerrer",6,TRUE,FALSE,NA,NA
"RT @Ambarella2011: Volverse a encontrar, rescatar la voz de los mayores, bailar en torno a los tambores recuperando la sabiduría ancestral,…",FALSE,0,NA,2018-05-26 18:55:36,FALSE,NA,"1000450397545394176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AristidesHerrer",4,TRUE,FALSE,NA,NA
"@davicomunicador @LuciaMallarino @diegoavila13129 @fabiianMarC @IvanCepedaCast @FiscaliaCol @AlvaroUribeVel Siento… https://t.co/3OgTw1zHEu",FALSE,0,"davicomunicador",2018-05-26 18:54:42,TRUE,"1000383896561729536","1000450168779673602","1738194151","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","goyo2379",0,FALSE,FALSE,NA,NA
"Desde la Direccion de Familias y Comunidades promocionando la convivencia armonica en la familia, la escuela y la c… https://t.co/MxlJHLRrzC",FALSE,3,NA,2018-05-26 18:09:37,TRUE,NA,"1000438824101662720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DianaDipari99",6,FALSE,FALSE,NA,NA
"RT @ICBFColombia: El Plan #SúperAmigos les permite a nuestros niños, niñas y adolescentes afrontar sus miedos, ser más seguros y fortalecer…",FALSE,0,NA,2018-05-26 18:04:14,FALSE,NA,"1000437470524334080",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","InspiraCol",3,TRUE,FALSE,NA,NA
"RT @ICBFColombia: El Plan #SúperAmigos les permite a nuestros niños, niñas y adolescentes afrontar sus miedos, ser más seguros y fortalecer…",FALSE,0,NA,2018-05-26 18:04:08,FALSE,NA,"1000437444028792833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","puajenn",3,TRUE,FALSE,NA,NA
"RT @ICBFColombia: El Plan #SúperAmigos les permite a nuestros niños, niñas y adolescentes afrontar sus miedos, ser más seguros y fortalecer…",FALSE,0,NA,2018-05-26 18:00:20,FALSE,NA,"1000436489002668032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HeleinArevalo",3,TRUE,FALSE,NA,NA
"El Plan #SúperAmigos les permite a nuestros niños, niñas y adolescentes afrontar sus miedos, ser más seguros y fort… https://t.co/R1cHlcwsEV",FALSE,2,NA,2018-05-26 18:00:00,TRUE,NA,"1000436403514228736",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","ICBFColombia",3,FALSE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 17:36:54,FALSE,NA,"1000430591580540928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CarolinaRamrezD",160,TRUE,FALSE,NA,NA
"@sergio_fajardo @VickyDavilaH Y nombra a Vicky de ministra de educación, a Iván Cepeda ministro de defensa, y a Claudia López en ICBF",FALSE,0,"sergio_fajardo",2018-05-26 17:27:19,FALSE,"1000396932639019009","1000428178148651009","25185308","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","jcero54",0,FALSE,FALSE,NA,NA
"RT @CristoAtado: Decirle «el zar de los refrigerios» a un hijueputa ladrón que jugaba con la vida y bienestar de los niños es graduarle su…",FALSE,0,NA,2018-05-26 17:21:45,FALSE,NA,"1000426777544708101",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saloroa",71,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 17:13:52,FALSE,NA,"1000424795329171456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maribeldiazp",160,TRUE,FALSE,NA,NA
"RT @ICBFColombia: ICBF lideró en Amazonas desfile por el fortalecimiento de las familias. https://t.co/d4SZjDCxRt https://t.co/vbDWqVMpDx",FALSE,0,NA,2018-05-26 17:09:28,FALSE,NA,"1000423685755457536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yece_8",10,TRUE,FALSE,NA,NA
"RT @ICBFColombia: Como una apuesta por el fortalecimiento de las familias y el desarrollo cognitivo, emocional y social de la primera infan…",FALSE,0,NA,2018-05-26 17:09:12,FALSE,NA,"1000423618327859202",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yece_8",8,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 16:18:04,FALSE,NA,"1000410752044412928",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","EsmeDRA",160,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 16:17:46,FALSE,NA,"1000410677545177088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andrealeonl",160,TRUE,FALSE,NA,NA
"RT @karenabudi: En el Puesto de Mando Unificado, los equipos ICBF, @GobAntioquia, @AlcaldiadeMed, @cruzrojacol, @EPMestamosahi y otros, rea…",FALSE,0,NA,2018-05-26 15:51:31,FALSE,NA,"1000404071554183168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HeleinArevalo",23,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 15:50:59,FALSE,NA,"1000403934882787328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Carlos62867863",160,TRUE,FALSE,NA,NA
"@Fsierraramos @PatriciaMontoy6 @IvanDuque @mluciaramirez Esto es maltrato infantil hay que hablar  con el ICBF.",FALSE,0,"Fsierraramos",2018-05-26 15:43:49,FALSE,"1000401200297148419","1000402132032524289","716386614","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JuanMaCaldero10",0,FALSE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 15:28:47,FALSE,NA,"1000398347956613120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mascarlosjavier",160,TRUE,FALSE,NA,NA
"@IvanDuque @CeDemocratico @BluRadioCo Mañana Duque presidente pero algo me preocupa ver a todos los funcionarios pú… https://t.co/tv12GcgjFG",FALSE,0,"IvanDuque",2018-05-26 15:18:10,TRUE,"1000013200870592512","1000395678995148800","77653794","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fredycancelada",0,FALSE,FALSE,NA,NA
"RT @mluciaramirez: #Bolívar | Es inaudito que la explotación sexual y la prostitución infantil siga siendo una constante en Cartagena y Bol…",FALSE,0,NA,2018-05-26 15:17:35,FALSE,NA,"1000395528688099328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DIHEPA",130,TRUE,FALSE,NA,NA
"En el TOLIMA Concern Universal-Colombia ejecuta excelentemente esta estrategia en 19 municipios. Socio estratégico… https://t.co/dkr5JlHq7x",FALSE,1,NA,2018-05-26 15:12:20,TRUE,NA,"1000394210573537280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ELMOHANDETF",0,FALSE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 14:53:29,FALSE,NA,"1000389466895339520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","csvsantillan",160,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 14:53:24,FALSE,NA,"1000389442509721600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hdojgomez",160,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 14:49:02,FALSE,NA,"1000388345925656576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","annieotalora_",160,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 14:46:40,FALSE,NA,"1000387750409981952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","unaliennegro",160,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 14:45:16,FALSE,NA,"1000387396645675008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LuzHSarmiento",160,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 14:34:23,FALSE,NA,"1000384657270112259",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maferodriguezs",160,TRUE,FALSE,NA,NA
"@LuciaMallarino @diegoavila13129 @goyo2379 @fabiianMarC @IvanCepedaCast @FiscaliaCol @AlvaroUribeVel <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> se tienen… https://t.co/LpxiJuX3pi",FALSE,0,"LuciaMallarino",2018-05-26 14:31:21,TRUE,"1000113805265965056","1000383896561729536","965639691637809152","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","davicomunicador",0,FALSE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 14:30:51,FALSE,NA,"1000383770342674432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AGonzalezBerrio",160,TRUE,FALSE,NA,NA
"Fue definida la ruta de los desfiles sampedrinos, comienza desde Bosques de Baviera y terminará en la sede del ICBF… https://t.co/CyCXcywUKh",FALSE,0,NA,2018-05-26 14:30:31,TRUE,NA,"1000383684934012929",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jorgecamilopuen",0,FALSE,FALSE,NA,NA
"@SoyHenryYepes @jepelaeztoro @IvanCepedaCast @FiscaliaCol @IvanDuque El proximo ministro de defensa seguramente...… https://t.co/rKKxIrEbEa",FALSE,1,"SoyHenryYepes",2018-05-26 14:28:16,TRUE,"1000057383664738304","1000383119063633926","398544239","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","davicomunicador",0,FALSE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 14:27:44,FALSE,NA,"1000382986087485440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gevelasco",160,TRUE,FALSE,NA,NA
"RT @Ambarella2011: Volverse a encontrar, rescatar la voz de los mayores, bailar en torno a los tambores recuperando la sabiduría ancestral,…",FALSE,0,NA,2018-05-26 14:22:28,FALSE,NA,"1000381658019876864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DianaDipari99",4,TRUE,FALSE,NA,NA
"RT @JaimeSa29235615: ICBF Familias y Comunidades: UNAFA desde la Regional Magdalena encuentro para la productividad con familias con niños…",FALSE,0,NA,2018-05-26 14:20:39,FALSE,NA,"1000381201792847872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DianaDipari99",6,TRUE,FALSE,NA,NA
"RT @ICBFColombia: ICBF lideró en Amazonas desfile por el fortalecimiento de las familias. https://t.co/d4SZjDCxRt https://t.co/vbDWqVMpDx",FALSE,0,NA,2018-05-26 14:20:03,FALSE,NA,"1000381052337250306",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DianaDipari99",10,TRUE,FALSE,NA,NA
"RT @AristidesHerrer: En 55 municipios del territorio nacional, modalidad comunidades rurales del #ICBF avanza en la construcción de 200 ini…",FALSE,0,NA,2018-05-26 14:19:38,FALSE,NA,"1000380946451976193",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DianaDipari99",44,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 14:19:01,FALSE,NA,"1000380790759395328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KarenDuque",160,TRUE,FALSE,NA,NA
"RT @gloria_stella: Indignante y doloroso caso de bebé de tres años brutalmente golpeada violada y torturada en Bogotá. La pequeña ya había…",FALSE,0,NA,2018-05-26 14:16:15,FALSE,NA,"1000380096488857602",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Damar03437002",448,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 14:12:48,FALSE,NA,"1000379226279895040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andres7cordero_",160,TRUE,FALSE,NA,NA
"RT @RobertoAnguloS: Unos temitas olvidados. Píldora para la memoria en el debate: Hambre en La Guajira, Sistema de Salud, ICBF, PAE, hacia…",FALSE,0,NA,2018-05-26 14:10:29,FALSE,NA,"1000378645121298432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DisqueDiego17",160,TRUE,FALSE,NA,NA
"RT @Castellar_avila: En este proyecto se dispone de Unidades Amigables a través de los cuales ICBF apoyará la prevención de embarazos en ad…",FALSE,0,NA,2018-05-26 13:56:26,FALSE,NA,"1000375107712438272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DaniloOspino",4,TRUE,FALSE,NA,NA
